細學類,細學類名稱,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
04212,專業法律細學類,財經法律系,D 日,B 學士,336,126,210,45,71,40,59,21,39,20,39,-,-,-,-,-,-,-,2
04212,專業法律細學類,財經法律系,N 修,B 學士,126,87,39,26,6,19,12,16,10,19,9,-,-,-,-,-,-,7,2
04212,專業法律細學類,財經法律研究所,D 日,M 碩士,120,57,63,19,28,23,20,7,6,7,9,-,-,1,-,-,-,-,-
04212,專業法律細學類,財經法律研究所,N 職,M 碩士,95,47,48,15,10,11,19,7,6,7,3,3,8,4,2,-,-,-,-
04212,專業法律細學類,財經法律學系,D 日,M 碩士,280,138,142,29,43,25,43,52,21,28,30,3,3,1,2,-,-,-,-
04212,專業法律細學類,財經法律學系,D 日,B 學士,"1,440",651,789,141,195,142,180,133,176,162,165,45,56,-,-,-,-,28,17
04212,專業法律細學類,財經法律學系,N 職,M 碩士,132,71,61,25,14,16,19,11,11,14,11,3,4,2,1,-,1,-,-
04212,專業法律細學類,財經法律學系,N 修,C 學士,112,59,53,-,-,-,-,20,24,19,17,-,-,-,-,-,-,20,12
04212,專業法律細學類,專利研究所,D 日,M 碩士,41,19,22,8,9,7,9,4,4,-,-,-,-,-,-,-,-,-,-
04212,專業法律細學類,專利研究所,N 職,M 碩士,36,22,14,7,8,9,5,4,1,2,-,-,-,-,-,-,-,-,-
04212,專業法律細學類,智慧財產暨傳播科技法律研究所,D 日,M 碩士,27,19,8,5,2,3,-,5,4,6,2,-,-,-,-,-,-,-,-
04212,專業法律細學類,智慧財產暨傳播科技法律研究所,N 職,M 碩士,23,17,6,5,2,-,1,3,-,5,2,1,1,3,-,-,-,-,-
04212,專業法律細學類,智慧財產權研究所,D 日,M 碩士,46,20,26,8,6,6,8,1,6,5,6,-,-,-,-,-,-,-,-
04212,專業法律細學類,智慧財產權研究所,N 職,M 碩士,31,19,12,4,4,3,3,4,2,4,1,3,1,1,1,-,-,-,-
04212,專業法律細學類,醫療暨生物科技法律研究所,D 日,M 碩士,20,8,12,2,4,3,4,1,2,2,2,-,-,-,-,-,-,-,-
05111,生物學細學類,水圈學院水產科技產業博士班,D 日,D 博士,35,20,15,11,10,4,3,5,2,-,-,-,-,-,-,-,-,-,-
05111,生物學細學類,生命科學全英文碩士學位學程,D 日,M 碩士,2,1,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
05111,生物學細學類,生命科學系,D 日,D 博士,124,80,44,18,9,16,9,13,13,3,2,13,4,6,2,11,5,-,-
05111,生物學細學類,生命科學系,D 日,M 碩士,414,240,174,96,89,83,42,54,35,6,8,1,-,-,-,-,-,-,-
05111,生物學細學類,生命科學系,D 日,B 學士,"2,527","1,306","1,221",335,312,299,320,298,276,282,272,-,-,-,-,-,-,92,41
05111,生物學細學類,生命科學碩士在職專班,N 職,M 碩士,50,22,28,4,7,11,12,5,5,-,3,2,1,-,-,-,-,-,-
05111,生物學細學類,生物多樣性國際研究生博士學位學程,D 日,D 博士,30,20,10,5,1,2,1,4,3,3,1,4,2,2,1,-,1,-,-
05111,生物學細學類,生物科學系,D 日,D 博士,16,9,7,5,-,1,2,1,1,-,1,1,1,1,1,-,1,-,-
05111,生物學細學類,生物科學系,D 日,M 碩士,33,21,12,10,7,4,2,4,2,3,1,-,-,-,-,-,-,-,-
05111,生物學細學類,生物科學系,D 日,B 學士,191,120,71,31,17,30,13,26,23,25,15,-,-,-,-,-,-,8,3
05111,生物學細學類,生物科學系,N 職,M 碩士,25,8,17,5,5,-,4,1,3,1,2,1,-,-,3,-,-,-,-
05111,生物學細學類,生物資源學系,D 日,M 碩士,25,18,7,8,2,4,2,5,2,1,1,-,-,-,-,-,-,-,-
05111,生物學細學類,生物資源學系,D 日,B 學士,166,74,92,24,24,17,26,15,28,15,13,-,-,-,-,-,-,3,1
05111,生物學細學類,生物學系,D 日,M 碩士,45,21,24,8,5,6,8,4,9,3,2,-,-,-,-,-,-,-,-
05111,生物學細學類,生物學系,D 日,B 學士,174,71,103,18,22,13,28,16,27,16,22,-,-,-,-,-,-,8,4
05111,生物學細學類,生物學系生物技術碩士班,D 日,M 碩士,17,5,12,2,8,2,3,-,1,1,-,-,-,-,-,-,-,-,-
05111,生物學細學類,生物醫學暨環境生物學系,D 日,M 碩士,11,5,6,4,1,1,4,-,1,-,-,-,-,-,-,-,-,-,-
05111,生物學細學類,生物醫學暨環境生物學系,D 日,B 學士,163,63,100,18,26,15,27,14,22,14,25,-,-,-,-,-,-,2,-
05111,生物學細學類,昆蟲學系,D 日,D 博士,30,15,15,1,4,3,2,5,4,2,3,1,1,2,-,1,1,-,-
05111,生物學細學類,昆蟲學系,D 日,M 碩士,81,48,33,16,14,21,9,10,9,1,1,-,-,-,-,-,-,-,-
05111,生物學細學類,昆蟲學系,D 日,B 學士,304,222,82,58,18,46,22,48,26,53,11,-,-,-,-,-,-,17,5
05111,生物學細學類,動物保健學士學位學程,D 日,B 學士,220,38,182,8,34,8,49,10,49,12,44,-,-,-,-,-,-,-,6
05111,生物學細學類,植物科學研究所,D 日,D 博士,26,16,10,5,1,1,1,1,2,2,1,3,1,2,1,2,3,-,-
05111,生物學細學類,植物科學研究所,D 日,M 碩士,49,26,23,10,11,14,8,1,4,1,-,-,-,-,-,-,-,-,-
05111,生物學細學類,熱帶植物與微生物科學研究所,D 日,M 碩士,23,11,12,3,4,5,6,3,2,-,-,-,-,-,-,-,-,-,-
05111,生物學細學類,應用科學系,D 日,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
05111,生物學細學類,應用科學系,D 日,B 學士,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-
05121,生物科技細學類,分子生物暨人類遺傳學系,D 日,M 碩士,22,7,15,6,8,1,5,-,2,-,-,-,-,-,-,-,-,-,-
05121,生物科技細學類,分子生物暨人類遺傳學系,D 日,B 學士,135,52,83,12,20,10,23,14,21,14,15,-,-,-,-,-,-,2,4
05121,生物科技細學類,分子生物學研究所,D 日,D 博士,10,6,4,2,2,1,1,-,1,-,-,-,-,2,-,1,-,-,-
05121,生物科技細學類,分子生物學研究所,D 日,M 碩士,48,21,27,8,13,7,8,5,5,1,1,-,-,-,-,-,-,-,-
05121,生物科技細學類,分子與細胞生物研究所,D 日,D 博士,31,22,9,3,2,2,-,5,2,5,2,3,1,-,-,4,2,-,-
05121,生物科技細學類,分子與細胞生物研究所,D 日,M 碩士,38,18,20,10,11,7,8,-,1,1,-,-,-,-,-,-,-,-,-
05121,生物科技細學類,分子與細胞生物學研究所,D 日,D 博士,10,4,6,-,1,2,1,-,2,-,1,-,-,1,1,1,-,-,-
05121,生物科技細學類,分子與細胞生物學研究所,D 日,M 碩士,58,31,27,13,13,17,13,1,1,-,-,-,-,-,-,-,-,-,-
05121,生物科技細學類,分子醫學研究所,D 日,D 博士,29,15,14,4,3,1,2,1,3,4,-,2,5,1,1,2,-,-,-
05121,生物科技細學類,分子醫學研究所,D 日,M 碩士,42,18,24,7,12,10,8,-,4,1,-,-,-,-,-,-,-,-,-
05121,生物科技細學類,分子醫學與生物工程研究所,D 日,D 博士,20,14,6,2,2,2,1,2,1,1,-,4,-,-,1,3,1,-,-
05121,生物科技細學類,分子醫學與生物工程研究所,D 日,M 碩士,60,22,38,8,16,4,15,10,5,-,2,-,-,-,-,-,-,-,-
05121,生物科技細學類,生化科技學系,D 日,D 博士,32,17,15,4,3,2,4,3,3,3,3,-,-,3,2,2,-,-,-
05121,生物科技細學類,生化科技學系,D 日,M 碩士,117,56,61,28,31,23,24,2,3,3,3,-,-,-,-,-,-,-,-
05121,生物科技細學類,生化科技學系,D 日,B 學士,339,169,170,44,46,41,47,42,42,38,30,-,-,-,-,-,-,4,5
05121,生物科技細學類,生化科技學系,N 職,M 碩士,23,11,12,5,6,4,3,1,2,1,1,-,-,-,-,-,-,-,-
05121,生物科技細學類,生化科學研究所,D 日,D 博士,61,38,23,13,6,10,3,5,4,4,5,2,1,1,2,3,2,-,-
05121,生物科技細學類,生化科學研究所,D 日,M 碩士,47,21,26,10,15,10,11,1,-,-,-,-,-,-,-,-,-,-,-
05121,生物科技細學類,生技產業博士學位學程,D 日,D 博士,7,3,4,-,-,1,1,-,-,1,-,1,1,-,2,-,-,-,-
